"Model.ID","Model","Family","Identification.Basis","Parameters","Fit.Method","Sigma.squared","Log.Likelihood","AIC","AICc","BIC","Minimum.AR.Root","Minimum.MA.Root","Near.Boundary","Maximum.Coefficient.P","Ljung.Box.12.P","Ljung.Box.24.P","Ljung.Box.36.P","Coefficients.Significant","Residuals.Adequate","Valid.Roots","Eligible","Decision","Delta.AICc.Within.Family","Type","Origins","RMSE.1","MAE.1","RMSE.12","MAE.12","RMSE.24","MAE.24","RMSE.All","MAE.All","Selection"
"od_ar2","SARIMA(2,1,0) x (1,0,0)[12]","d=1, D=0","PACF cutoff near lag 2 with seasonal AR dependence",3,"ML",0.391990812883325,-169.833736445707,347.667472891414,347.897357948885,360.417016114777,1.09484936629835,Inf,FALSE,0.0010661227024681,0.196574440828586,0.446974351448632,0.132040987537509,TRUE,TRUE,TRUE,TRUE,"Eligible finalist",18.7974690460542,"SARIMA candidate",37,0.518231344203099,0.431266993940714,5.69361273941445,4.90268685018719,10.1669047300232,9.06010645947534,6.57565855223823,5.30699416728371,"Runner-up"
"od_ar2_sarma11","SARIMA(2,1,0) x (1,0,1)[12]","d=1, D=0","Residual-driven seasonal MA refinement of the AR(2) model",4,"ML",0.334657206585733,-159.376534046791,328.753068093582,329.099888902831,344.689997122786,1.00173352839006,1.01231483939598,TRUE,0.00265516639064406,0.219197234885479,0.129400824829589,0.0982493502464145,TRUE,TRUE,TRUE,TRUE,"Eligible finalist",0,"SARIMA candidate",37,0.534278853807774,0.424339379193916,5.18447785494584,4.48404532221191,8.44096705658375,7.50727620507034,5.60429465774151,4.52750882690761,"Selected"
